m_iHMissionType,m_iHMissionID,m_iHMissionName,m_iHTaskType,m_iHTaskID,m_iHNPCID,m_iHJournalNPCID,m_iHTerminatorNPCID,m_iHDifficultyType,m_iHBarkerTextID,m_iHCurrentObjective,m_iRequireInstanceID,m_iRepeatflag,m_iKorStReqLvlMin,m_iCTRReqLvMin,m_iCTRReqLvMax,m_iCSTRReqNano,m_iCSTReqGuide,m_iCSTReqMission,m_iCSTEntranceGroupMin,m_iCSTEntranceGroupMax,m_iCSTItemID,m_iCSTItemNumNeeded,m_iCSTTrigger,m_iCSUCheckTimer,m_iCSUEnemyID,m_iCSUNumToKill,m_iCSUItemID,m_iCSUItemNumNeeded,m_iCSUDEFNPCID,m_iCSUDEFNPCAI,m_iCSUDEPNPCFollow,m_iSTGrantTimer,m_iSTItemID,m_iSTItemNumNeeded,m_iSTItemDropRate,m_iSTGrantWayPoint,m_iSTSpawnMonsterID,m_iSTSpwanLocation,m_iSTMessageType,m_iSTMessageTextID,m_iSTMessageSendNPC,m_iSTDialogBubble,m_iSTDialogBubbleNPCID,m_iSTJournalIDAdd,m_pstrSTScript,m_iSTNanoID,m_iKorSuccRewardID,m_iSUReward,m_iSUOutgoingMission,m_iSUOutgoingTask,m_iSUItem,m_iSUInstancename,m_iSUMessageType,m_iSUMessagetextID,m_iSUMessageSendNPC,m_iSUDialogBubble,m_iSUDialogBubbleNPCID,m_iSUJournaliDAdd,m_iFOutgoingMission,m_iFOutgoingTask,m_iFItemID,m_iFItemNumNeeded,m_iFMessageType,m_iFMessageTextID,m_iFMessageSendNPC,m_iFDialogBubble,m_iFDialogBubbleNPCID,m_iFJournalIDAdd,m_iDelItemID,m_iMentorEmailID
3,11,296,4,54,0,718,718,1,"[319, 320, 321, 322]",317,0,0,24,8,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[36, 37, 0]","[1, 1, 0]",0,0,0,0,"[36, 37, 0]","[0, 0, 0]","[0, 0, 0]",718,0,0,0,0,0,0,0,54,0,0,0,16,0,0,"[36, 37, 0]","[-1, -1, 0]",0,0,0,318,718,54,0,54,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,54,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,12,323,4,55,718,718,791,2,"[0, 0, 0, 0]",329,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[38, 0, 0]","[1, 0, 0]",0,0,0,0,"[38, 0, 0]","[1, 0, 0]","[0, 0, 0]",791,0,0,0,0,0,0,0,55,0,0,0,0,0,56,"[0, 0, 0]","[0, 0, 0]",0,0,0,330,791,55,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[38, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,12,323,4,56,0,718,725,2,"[0, 0, 0, 0]",332,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,300,"[0, 0, 0]","[0, 0, 0]","[38, 0, 0]","[1, 0, 0]",0,0,0,300,"[38, 0, 0]","[0, 0, 0]","[0, 0, 0]",725,0,0,0,0,0,333,791,56,0,0,0,0,0,124,"[38, 0, 0]","[-1, 0, 0]",0,0,0,334,725,56,0,58,"[38, 0, 0]","[-1, 0, 0]",0,0,0,0,0,0,"[38, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,12,323,1,58,0,718,791,2,"[0, 0, 0, 0]",5774,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",791,0,0,2,5775,791,0,0,124,0,0,0,0,0,56,"[38, 0, 0]","[1, 0, 0]",0,0,0,5776,791,124,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,12,323,1,124,0,718,791,2,"[343, 344, 345, 346]",340,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",791,0,0,2,341,725,0,0,58,0,0,0,17,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,342,791,58,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[38, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,13,347,2,59,718,718,886,1,"[0, 0, 0, 0]",353,0,0,27,9,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",886,0,0,0,0,0,0,0,59,0,0,0,0,0,60,"[0, 0, 0]","[0, 0, 0]",2,354,718,0,0,59,0,59,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,13,347,5,60,0,718,0,1,"[0, 0, 0, 0]",356,0,0,27,9,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[107, 0, 0]","[4, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",889,0,0,2,357,718,0,0,60,0,0,0,0,0,61,"[0, 0, 0]","[0, 0, 0]",2,358,718,0,0,60,0,60,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,13,347,1,61,0,718,718,1,"[0, 0, 0, 0]",360,0,0,27,9,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",718,0,0,2,361,718,0,0,61,0,0,0,0,0,62,"[0, 0, 0]","[0, 0, 0]",0,0,0,362,718,61,0,61,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,13,347,2,62,0,718,916,1,"[0, 0, 0, 0]",364,0,0,27,9,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",916,0,0,0,0,0,0,0,62,0,0,0,0,0,63,"[0, 0, 0]","[0, 0, 0]",2,365,718,0,0,62,0,62,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,13,347,5,63,0,718,0,1,"[0, 0, 0, 0]",367,0,0,27,9,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[306, 0, 0]","[0, 0, 0]","[239, 0, 0]","[1, 0, 0]",0,0,0,0,"[239, 0, 0]","[0, 0, 0]","[23, 0, 0]",916,0,0,0,0,0,0,0,63,0,0,0,0,0,363,"[0, 0, 0]","[0, 0, 0]",2,369,718,0,0,63,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,13,347,2,64,0,718,916,1,"[0, 0, 0, 0]",10879,0,0,27,9,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",916,0,0,2,10880,718,0,0,363,0,0,0,0,0,63,"[0, 0, 0]","[0, 0, 0]",2,10881,718,0,0,64,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,13,347,4,363,0,718,718,1,"[378, 379, 380, 381]",371,0,0,27,9,0,"[0, 0, 0, 0, 0]",0,"[11, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,60,"[0, 0, 0]","[0, 0, 0]","[239, 0, 0]","[1, 0, 0]",0,0,0,60,"[239, 0, 0]","[0, 0, 0]","[0, 0, 0]",718,0,0,0,0,0,0,0,64,0,0,0,18,0,0,"[0, 0, 0]","[0, 0, 0]",2,372,718,0,0,64,0,64,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,239,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,14,43,2,8,712,712,1401,0,"[0, 0, 0, 0]",49,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1401,0,0,0,0,0,0,0,8,0,0,0,0,0,9,"[0, 0, 0]","[0, 0, 0]",2,50,712,0,0,8,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,14,43,5,9,0,712,0,0,"[0, 0, 0, 0]",52,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[283, 0, 0]","[0, 0, 0]","[26, 0, 0]","[1, 0, 0]",0,0,0,0,"[26, 0, 0]","[0, 0, 0]","[40, 0, 0]",1401,0,0,0,0,0,0,0,9,0,0,0,0,0,10,"[0, 0, 0]","[0, 0, 0]",2,53,712,0,0,9,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,14,43,4,10,0,712,712,0,"[57, 58, 59, 60]",55,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[26, 0, 0]","[1, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",712,0,0,0,0,0,0,0,10,0,0,0,3,0,0,"[26, 0, 0]","[-1, 0, 0]",0,0,0,56,712,10,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,15,382,2,66,712,712,1129,1,"[0, 0, 0, 0]",388,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[14, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1129,0,0,0,0,0,0,0,66,0,0,0,0,0,67,"[0, 0, 0]","[0, 0, 0]",2,389,712,0,0,66,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,15,382,5,67,0,712,0,1,"[0, 0, 0, 0]",390,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[14, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[282, 0, 0]","[5, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1129,0,0,2,391,712,0,0,67,0,0,0,0,0,68,"[0, 0, 0]","[0, 0, 0]",2,392,712,0,0,67,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,15,382,1,68,0,712,709,1,"[0, 0, 0, 0]",394,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[14, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",709,0,0,2,395,712,0,0,68,0,0,0,0,0,69,"[0, 0, 0]","[0, 0, 0]",0,0,0,396,709,68,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,15,382,5,69,0,712,0,1,"[0, 0, 0, 0]",398,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[14, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[300, 0, 0]","[6, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",888,0,0,0,0,0,399,709,69,0,0,0,0,0,70,"[0, 0, 0]","[0, 0, 0]",2,400,709,0,0,69,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,15,382,1,70,0,712,709,1,"[0, 0, 0, 0]",402,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[14, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",709,0,0,0,0,0,0,0,70,0,0,0,0,0,71,"[0, 0, 0]","[0, 0, 0]",0,0,0,403,709,70,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,15,382,1,71,0,712,715,1,"[0, 0, 0, 0]",405,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[14, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",715,0,0,2,406,712,0,0,71,0,0,0,0,0,72,"[0, 0, 0]","[0, 0, 0]",0,0,0,407,715,71,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,15,382,5,72,0,712,0,1,"[0, 0, 0, 0]",409,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[14, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[121, 0, 0]","[6, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",890,0,0,0,0,0,0,0,72,0,0,0,0,0,73,"[0, 0, 0]","[0, 0, 0]",2,410,715,0,0,72,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,15,382,1,73,0,712,715,1,"[415, 416, 417, 418]",412,0,0,30,10,0,"[0, 0, 0, 0, 0]",0,"[14, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",715,0,0,2,413,712,0,0,73,0,0,0,19,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,414,715,73,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,16,61,2,11,713,713,1129,0,"[0, 0, 0, 0]",67,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1129,0,0,0,0,0,0,0,11,0,0,0,0,0,12,"[0, 0, 0]","[0, 0, 0]",2,68,713,0,0,11,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,16,61,5,12,0,713,0,0,"[0, 0, 0, 0]",70,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[282, 0, 0]","[5, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1129,0,0,0,0,0,0,0,12,0,0,0,0,0,13,"[0, 0, 0]","[0, 0, 0]",2,71,713,0,0,12,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,16,61,1,13,0,713,713,0,"[75, 76, 77, 78]",73,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",713,0,0,0,0,0,0,0,13,0,0,0,4,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,74,713,13,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,17,419,4,74,712,712,735,1,"[0, 0, 0, 0]",425,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[15, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[39, 0, 0]","[1, 0, 0]",0,0,0,0,"[39, 0, 0]","[1, 0, 0]","[0, 0, 0]",735,0,0,0,0,0,0,0,74,0,0,0,0,0,75,"[39, 0, 0]","[-1, 0, 0]",0,0,0,426,735,74,0,0,"[39, 0, 0]","[-1, 0, 0]",0,0,0,0,0,0,"[39, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,17,419,3,75,0,712,817,1,"[0, 0, 0, 0]",428,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[15, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",817,0,0,0,0,0,429,735,75,0,0,0,0,0,76,"[0, 0, 0]","[0, 0, 0]",2,430,735,0,0,75,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,17,419,5,76,0,712,0,1,"[0, 0, 0, 0]",432,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[15, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[326, 0, 0]","[6, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",2275,0,0,2,10761,712,0,0,76,0,0,0,0,0,77,"[0, 0, 0]","[0, 0, 0]",2,433,735,0,0,76,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,17,419,3,77,0,712,735,1,"[443, 444, 445, 446]",435,0,0,36,12,0,"[0, 0, 0, 0, 0]",0,"[15, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",735,0,0,2,436,735,0,0,77,0,0,0,20,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,438,735,77,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,18,448,2,79,713,713,891,0,"[0, 0, 0, 0]",454,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[40, 0, 0]","[1, 0, 0]","[0, 0, 0]",891,0,0,0,0,0,0,0,79,0,0,0,0,0,80,"[0, 0, 0]","[0, 0, 0]",0,0,0,455,707,79,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,18,448,4,80,0,713,707,0,"[0, 0, 0, 0]",457,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[40, 0, 0]","[1, 0, 0]",0,0,0,0,"[40, 0, 0]","[0, 0, 0]","[0, 0, 0]",707,0,0,0,0,0,458,707,80,0,0,0,0,0,81,"[0, 0, 0]","[0, 0, 0]",0,0,0,459,707,80,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,18,448,4,81,0,713,786,0,"[0, 0, 0, 0]",461,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[40, 0, 0]","[1, 0, 0]",0,0,0,0,"[40, 0, 0]","[0, 0, 0]","[0, 0, 0]",786,0,0,0,0,0,462,707,81,0,0,0,0,0,82,"[40, 0, 0]","[-1, 0, 0]",0,0,0,463,786,81,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,18,448,4,82,0,713,713,0,"[0, 0, 0, 0]",465,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[41, 0, 0]","[1, 0, 0]",0,0,0,0,"[41, 0, 0]","[1, 0, 0]","[0, 0, 0]",713,0,0,0,0,0,466,786,82,0,0,0,0,0,83,"[41, 0, 0]","[-1, 0, 0]",0,0,0,467,713,82,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,18,448,1,83,0,713,707,0,"[472, 473, 474, 475]",469,0,0,18,6,0,"[0, 0, 0, 0, 0]",0,"[0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",707,0,0,2,470,707,0,0,83,0,0,0,21,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,471,707,83,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,19,217,3,37,713,713,809,1,"[0, 0, 0, 0]",223,0,0,21,7,0,"[0, 0, 0, 0, 0]",0,"[18, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",809,0,0,0,0,0,0,0,37,0,0,0,0,0,38,"[0, 0, 0]","[0, 0, 0]",2,224,713,0,0,37,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,19,217,5,38,0,713,0,1,"[0, 0, 0, 0]",226,0,0,21,7,0,"[0, 0, 0, 0, 0]",0,"[18, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[282, 0, 0]","[4, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",1129,0,0,0,0,0,0,0,38,0,0,0,0,0,39,"[0, 0, 0]","[0, 0, 0]",2,227,713,0,0,38,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,19,217,2,39,0,713,874,1,"[0, 0, 0, 0]",229,0,0,21,7,0,"[0, 0, 0, 0, 0]",0,"[18, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",874,0,0,0,0,0,0,0,39,0,0,0,0,0,40,"[0, 0, 0]","[0, 0, 0]",2,230,713,0,0,39,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,19,217,3,40,0,713,815,1,"[0, 0, 0, 0]",232,0,0,21,7,0,"[0, 0, 0, 0, 0]",0,"[18, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",815,0,0,2,2724,713,0,0,40,0,0,0,0,0,41,"[0, 0, 0]","[0, 0, 0]",2,233,713,0,0,40,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,19,217,1,41,0,713,708,1,"[0, 0, 0, 0]",235,0,0,21,7,0,"[0, 0, 0, 0, 0]",0,"[18, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",708,0,0,2,236,708,0,0,41,0,0,0,0,0,42,"[0, 0, 0]","[0, 0, 0]",0,0,0,237,708,41,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,19,217,3,42,0,713,812,1,"[0, 0, 0, 0]",239,0,0,21,7,0,"[0, 0, 0, 0, 0]",0,"[18, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",812,0,0,2,2725,708,0,0,42,0,0,0,0,0,43,"[0, 0, 0]","[0, 0, 0]",2,240,713,0,0,42,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
3,19,217,1,43,0,713,708,1,"[244, 245, 246, 247]",241,0,0,21,7,0,"[0, 0, 0, 0, 0]",0,"[18, 0]",0,0,"[0, 0, 0]","[0, 0, 0]",0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,0,0,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",708,0,0,2,242,713,0,0,43,0,0,0,12,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,243,708,43,0,0,"[0, 0, 0]","[0, 0, 0]",0,0,0,0,0,0,"[0, 0, 0, 0]","[0, 0, 0, 0, 0]"
